step,time_s,satellite,az_deg,el_deg,boresight_lat_deg,boresight_lon_deg,corner1_lat_deg,corner1_lon_deg,corner2_lat_deg,corner2_lon_deg,corner3_lat_deg,corner3_lon_deg,corner4_lat_deg,corner4_lon_deg,targets_hit
2,120,151,-22.2493,23.273,15.0473,8.96239,15.0788,8.38668,14.4163,8.90155,15.047,9.53343,15.7601,9.05747,2
2,120,152,-39.0025,-4.98451,38.2582,35.8217,38.5044,34.7721,37.5605,35.8179,38.0381,36.7179,39.0545,35.8082,3
2,120,153,-30.8748,2.13014,49.3936,85.3922,49.8927,84.7359,48.9218,84.8079,48.9401,85.9835,49.9138,86.0532,2
2,120,155,-33.3379,-14.3429,17.2875,164.813,18.0939,164.807,17.202,164.184,16.5887,164.805,17.4035,165.493,1
2,120,157,36.6999,3.78742,-38.5225,-142.905,-37.834,-142.982,-38.7825,-143.805,-39.3108,-142.815,-38.2952,-142.109,1
2,120,158,-34.8257,-8.89377,-42.9414,-96.0034,-42.3349,-96.687,-43.4307,-96.5428,-43.4713,-95.403,-42.3863,-95.4349,1
2,120,160,-29.4772,-23.2093,-44.3877,-66.5385,-43.9303,-67.5365,-44.876,-67.0137,-44.7918,-65.6874,-43.8555,-66.0982,1
2,120,162,32.0743,19.5217,-7.62308,12.4476,-7.6864,11.7121,-8.25423,12.5905,-7.52629,13.3021,-7.02532,12.3462,1
2,120,165,-2.45783,22.2836,46.739,120.526,47.1555,120.065,46.4757,119.857,46.314,121.03,46.9946,121.261,2
2,120,171,29.6947,5.12696,-3.42683,36.001,-3.83855,35.5379,-3.82835,36.5071,-2.96656,36.5129,-3.05082,35.5422,2
2,120,172,-26.5612,-19.5047,30.0258,30.3182,29.4369,29.7731,29.6561,30.8215,30.5294,30.8187,30.3847,29.7692,1
